"","X","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate","BirthYear","BirthMonth","LicenseIssuedYear","LicenseIssuedMonth","LicenseExpiredYear","LicenseExpiredMonth","index"
"698",67784,"BLUE","F",2015-11-01,"Poodle, Toy","Manhattan",10002,103,"3601","MN27",1,7,26,2016-07-01,"07/29/2018","2015","11","2016","07","2018","07",619
"699",78254,"SOMANG","M",2015-12-01,"Chihuahua","Manhattan",10009,106,"44","MN50",4,12,27,2016-07-01,"07/17/2017","2015","12","2016","07","2017","07",620
"700",78181,"SID","F",2015-12-01,"Bull Dog, English","Manhattan",10014,102,"71","MN23",3,10,27,2016-07-01,"07/13/2017","2015","12","2016","07","2017","07",621
"701",47275,"DIXIE","F",2015-12-01,"West Highland White Terrier","Staten Island",10310,501,"141","SI22",49,11,23,2016-07-01,"07/06/2017","2015","12","2016","07","2017","07",622
"702",5169,"BOWSER","M",2016-01-01,"Miniature Schnauzer","Queens",11363,411,"1483","QN45",19,3,11,2016-07-01,"07/13/2021","2016","01","2016","07","2021","07",623
"703",88772,"SUKI","F",2016-01-01,"Great Pyrenees","Manhattan",10028,108,"140","MN40",5,12,28,2016-07-01,"07/15/2017","2016","01","2016","07","2017","07",624
"704",60548,"LINUS","M",2016-02-01,"Dachshund, Long Haired Miniature","Brooklyn",11201,302,"33","BK68",35,8,25,2016-07-01,"07/11/2017","2016","02","2016","07","2017","07",625
"705",38402,"GATSBY","M",2016-03-01,"Labrador Retriever Crossbreed","Brooklyn",11203,317,"832","BK91",45,9,21,2016-07-01,"07/03/2017","2016","03","2016","07","2017","07",626
"706",100258,"LIZ","F",2016-03-01,"American Pit Bull Terrier/Pit Bull","Manhattan",10039,110,"234","MN03",9,13,30,2016-07-01,"07/05/2017","2016","03","2016","07","2017","07",627
"707",95080,"JAX","M",2016-03-01,"Dachshund Smooth Coat","Bronx",10451,204,"63","BX63",8,15,29,2016-07-01,"07/23/2017","2016","03","2016","07","2017","07",628
"708",78061,"DEXTER","M",2016-03-01,"German Shepherd Crossbreed","Manhattan",10011,104,"99","MN13",3,10,27,2016-07-01,"07/10/2017","2016","03","2016","07","2017","07",629
"709",115620,"BRADLEY","M",2016-03-01,"Unknown","Bronx",10470,212,"44901","BX62",11,16,34,2016-07-01,"07/13/2021","2016","03","2016","07","2021","07",630
"710",60588,"BENNY","M",2016-03-01,"French Bulldog","Brooklyn",11216,308,"315","BK61",36,8,25,2016-07-01,"07/13/2017","2016","03","2016","07","2017","07",631
"711",106019,"MYLES","F",2016-03-01,"Boston Terrier","Manhattan",10036,104,"129","MN15",3,10,31,2016-07-01,"07/04/2017","2016","03","2016","07","2017","07",632
"712",47461,"MAX","M",2016-03-01,"Beagle Crossbreed","Brooklyn",11224,313,"354","BK23",48,8,23,2016-07-01,"07/21/2017","2016","03","2016","07","2017","07",633
"713",89019,"RUDY","M",2016-03-01,"Bichon Frise","Manhattan",10065,108,"118","MN31",4,12,28,2016-07-01,"07/27/2021","2016","03","2016","07","2021","07",634
"714",78522,"UNKNOWN","M",2016-04-01,"Unknown","Manhattan",10001,104,"103","MN13",3,10,27,2016-07-01,"07/27/2017","2016","04","2016","07","2017","07",635
"715",120995,"UNKNOWN","M",2016-04-01,"Miniature American Shepherd","Manhattan",10024,NA,"NULL","NULL",NA,NA,NA,2016-07-01,"07/12/2017","2016","04","2016","07","2017","07",636
"716",10070,"NAMENOTPROVIDED","F",2016-04-01,"Wheaton Terrier","Queens",11377,402,"249","QN63",26,14,12,2016-07-01,"07/25/2017","2016","04","2016","07","2017","07",637
"717",109791,"LEONIDAS","M",2016-04-01,"Yorkshire Terrier","Bronx",10462,209,"212","BX46",18,14,32,2016-07-01,"07/26/2018","2016","04","2016","07","2018","07",638
"718",23618,"SOPHIE","F",2016-04-01,"Shiba Inu","Queens",11375,406,"71305","QN17",29,6,16,2016-07-01,"07/15/2017","2016","04","2016","07","2017","07",639
"719",111796,"NAMENOTPROVIDED","F",2016-04-01,"Yorkshire Terrier","Bronx",10468,207,"40304","BX28",14,13,33,2016-07-01,"07/15/2017","2016","04","2016","07","2017","07",640
"720",5131,"MAXIMUS","M",2016-04-01,"Beagle","Queens",11354,407,"1151","QN51",19,6,11,2016-07-01,"07/11/2017","2016","04","2016","07","2017","07",641
"721",106271,"NAMENOTPROVIDED","F",2016-05-01,"Yorkshire Terrier","Manhattan",10033,112,"271","MN35",10,13,31,2016-07-01,"07/22/2017","2016","05","2016","07","2017","07",642
"722",60654,"RUBY","M",2016-05-01,"Pomeranian","Brooklyn",11233,303,"297","BK61",36,8,25,2016-07-01,"07/19/2017","2016","05","2016","07","2017","07",643
"723",47386,"HOOD","M",2016-05-01,"Yorkshire Terrier","Staten Island",10302,501,"213","SI28",49,11,23,2016-07-01,"07/15/2017","2016","05","2016","07","2017","07",644
"724",67790,"UNKNOWN","M",2016-05-01,"Maltese Crossbreed","Manhattan",10280,101,"31704","MN25",1,10,26,2016-07-01,"07/30/2017","2016","05","2016","07","2017","07",645
"725",16099,"POLIZZI","M",2016-05-01,"Maltese","Queens",11414,410,"892","QN57",32,8,15,2016-07-01,"07/23/2017","2016","05","2016","07","2017","07",646
"726",23687,"TIGER","M",2016-06-01,"Pug","Queens",11355,407,"1167","QN51",20,6,16,2016-07-01,"07/27/2017","2016","06","2016","07","2017","07",647
"727",111873,"SCOOTER","M",2014-01-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10458,205,"38302","BX40",15,15,33,2016-08-01,"08/09/2017","2014","01","2016","08","2017","08",648
"728",29516,"LOLA","F",2014-01-01,"Yorkshire Terrier","Brooklyn",11206,301,"493","BK78",34,7,18,2016-08-01,"06/20/2017","2014","01","2016","08","2017","06",649
"729",5649,"BUSTER","M",2014-01-01,"Boston Terrier","Queens",11357,407,"1039","QN49",19,3,11,2016-08-01,"09/09/2017","2014","01","2016","08","2017","09",650
"730",61028,"PEP","M",2014-04-01,"Unknown","Brooklyn",11231,306,"77","BK33",39,7,25,2016-08-01,"07/23/2017","2014","04","2016","08","2017","07",651
"731",67820,"BODEY","M",2014-06-01,"Labrador Retriever","Brooklyn",11201,302,"7","BK09",33,7,26,2016-08-01,"09/02/2021","2014","06","2016","08","2021","09",652
"732",79114,"REMY","M",2014-07-01,"Morkie","Manhattan",10003,103,"38","MN22",2,12,27,2016-08-01,"10/14/2017","2014","07","2016","08","2017","10",653
"733",54820,"ROCKY","M",2014-07-01,"Yorkshire Terrier","Staten Island",10312,503,"20801","SI32",51,11,24,2016-08-01,"09/16/2017","2014","07","2016","08","2017","09",654
"734",89406,"BOWSER","M",2014-07-01,"Brussels Griffon","Manhattan",10016,106,"72","MN20",2,12,28,2016-08-01,"10/05/2017","2014","07","2016","08","2017","10",655
"735",20345,"FRANKIE","M",2014-08-01,"Bull Dog, English","Queens",11379,405,"663","QN21",30,6,15,2016-08-01,"08/11/2018","2014","08","2016","08","2018","08",656
"736",106467,"ORFIE","M",2014-08-01,"Whippet","Manhattan",10025,107,"191","MN12",7,10,31,2016-08-01,"08/09/2018","2014","08","2016","08","2018","08",657
"737",100857,"MONTY","M",2014-08-01,"Chihuahua","Manhattan",10031,109,"23501","MN04",9,13,30,2016-08-01,"12/09/2016","2014","08","2016","08","2016","12",658
"738",60774,"PRADA","F",2014-09-01,"American Pit Bull Mix / Pit Bull Mix","Brooklyn",11216,303,"247","BK61",36,8,25,2016-08-01,"08/02/2018","2014","09","2016","08","2018","08",659
"739",43130,"DANA","F",2014-09-01,"Great Dane","Brooklyn",11209,310,"130","BK31",43,11,22,2016-08-01,"08/05/2017","2014","09","2016","08","2017","08",660
"740",20425,"GINGER","F",2014-10-01,"Bull Dog, English","Queens",11692,414,"964","QN12",31,5,15,2016-08-01,"03/25/2017","2014","10","2016","08","2017","03",661
"741",32617,"AUGUST","F",2014-11-01,"Chihuahua","Brooklyn",11207,305,"1110","BK82",42,8,19,2016-08-01,"10/23/2017","2014","11","2016","08","2017","10",662
"742",67855,"CHARLOTTE","F",2014-12-01,"Pug","Brooklyn",11231,306,"65","BK33",39,7,26,2016-08-01,"08/21/2017","2014","12","2016","08","2017","08",663
"743",106653,"PORCHA","F",2014-12-01,"Perro de Presa Canario","Bronx",10463,208,"309","MN01",10,13,31,2016-08-01,"08/26/2017","2014","12","2016","08","2017","08",664
"744",68054,"OSCAR","M",2014-12-01,"Vizsla","Manhattan",10282,101,"31703","MN25",1,10,26,2016-08-01,"07/26/2017","2014","12","2016","08","2017","07",665
"745",1500,"JUNIPER","F",2014-12-01,"Bernese Mountain Dog","Queens",11418,409,"132","QN54",29,5,10,2016-08-01,"08/07/2021","2014","12","2016","08","2021","08",666
"746",89280,"SEÑOR","M",2015-01-01,"Terrier Crossbreed","Manhattan",10021,108,"134","MN31",4,12,28,2016-08-01,"07/16/2018","2015","01","2016","08","2018","07",667
"747",79222,"PUMA","F",2015-03-01,"Shiba Inu","Manhattan",10009,106,"44","MN50",4,12,27,2016-08-01,"06/26/2019","2015","03","2016","08","2019","06",668
"748",68099,"MILO","M",2015-03-01,"Norfolk Terrier","Manhattan",10038,103,"8","MN27",1,7,26,2016-08-01,"07/04/2017","2015","03","2016","08","2017","07",669
"749",61045,"PEBBLES","F",2015-04-01,"Beagle","Brooklyn",11201,302,"15","BK38",33,8,25,2016-08-01,"07/22/2017","2015","04","2016","08","2017","07",670
"750",29470,"BIG","M",2015-04-01,"Cane Corso","Brooklyn",11221,303,"281","BK35",36,8,18,2016-08-01,"08/07/2017","2015","04","2016","08","2017","08",671
"751",89616,"KHLOE","F",2015-04-01,"Schnauzer, Standard","Manhattan",10021,108,"124","MN31",5,12,28,2016-08-01,"08/31/2020","2015","04","2016","08","2020","08",672
"752",32480,"SOSA","M",2015-05-01,"Doberman Pinscher","Brooklyn",11208,305,"1166","BK82",37,8,19,2016-08-01,"08/04/2017","2015","05","2016","08","2017","08",673
"753",23745,"LUKA","M",2015-06-01,"Rat Terrier","Queens",11355,407,"855","QN22",20,6,16,2016-08-01,"08/19/2017","2015","06","2016","08","2017","08",674
"754",100721,"NIKO","M",2015-06-01,"Siberian Husky","Manhattan",10025,107,"181","MN12",6,10,30,2016-08-01,"10/06/2018","2015","06","2016","08","2018","10",675
"755",79213,"ISABELLA","F",2015-06-01,"Wheaton Terrier","Manhattan",10036,105,"96","MN17",4,12,27,2016-08-01,"10/12/2018","2015","06","2016","08","2018","10",676
"756",89172,"MIDAS","M",2015-07-01,"Chihuahua","Manhattan",10016,106,"82","MN20",4,12,28,2016-08-01,"08/07/2018","2015","07","2016","08","2018","08",677
"757",60876,"GAGE","M",2015-07-01,"Siberian Husky Crossbreed","Brooklyn",11233,316,"363","BK79",41,9,25,2016-08-01,"08/10/2017","2015","07","2016","08","2017","08",678
"758",29623,"PANCHO","M",2015-09-01,"Yorkshire Terrier","Brooklyn",11221,304,"417","BK78",34,7,18,2016-08-01,"08/27/2017","2015","09","2016","08","2017","08",679
"759",121145,"SUZIE","F",2015-09-01,"Chihuahua Crossbreed","Bronx",10463,NA,"NULL","NULL",NA,NA,NA,2016-08-01,"08/05/2017","2015","09","2016","08","2017","08",680
"760",100711,"PINKY","F",2015-10-01,"Chihuahua","Manhattan",10025,107,"189","MN12",7,13,30,2016-08-01,"08/13/2017","2015","10","2016","08","2017","08",681
"761",54980,"THEO","M",2015-11-01,"Pekingese","Staten Island",10308,503,"15601","SI54",51,11,24,2016-08-01,"08/09/2019","2015","11","2016","08","2019","08",682
"762",89515,"OTIS","M",2016-01-01,"Dachshund Smooth Coat Miniature","Manhattan",10028,108,"136","MN32",5,12,28,2016-08-01,"08/23/2021","2016","01","2016","08","2021","08",683
"763",10189,"BUTTERS","M",2016-01-01,"Golden Retriever","Queens",11102,401,"71","QN71",22,12,12,2016-08-01,"08/07/2017","2016","01","2016","08","2017","08",684
"764",79151,"RILEY","F",2016-01-01,"Poodle Crossbreed","Manhattan",10019,105,"137","MN17",4,12,27,2016-08-01,"08/27/2017","2016","01","2016","08","2017","08",685
"765",54822,"WATSON","M",2016-01-01,"Dachshund","Staten Island",10312,503,"15603","SI54",51,11,24,2016-08-01,"08/04/2018","2016","01","2016","08","2018","08",686
"766",106425,"UNKNOWN","F",2016-02-01,"Havanese","Manhattan",10025,107,"179","MN12",6,10,31,2016-08-01,"08/06/2017","2016","02","2016","08","2017","08",687
"767",20369,"GRACE","F",2016-04-01,"Cavalier King Charles Spaniel","Queens",11694,414,"93401","QN10",32,5,15,2016-08-01,"08/14/2017","2016","04","2016","08","2017","08",688
"768",15605,NA,"M",2016-04-01,"Yorkshire Terrier Crossbreed","Queens",11423,412,"480","QN61",27,5,14,2016-08-01,"08/19/2017","2016","04","2016","08","2017","08",689
"769",67977,"SIMBA","F",2016-04-01,"Shiba Inu","Manhattan",10002,103,"3601","MN27",1,7,26,2016-08-01,"08/12/2017","2016","04","2016","08","2017","08",690
"770",1501,"NAMENOTPROVIDED","M",2016-05-01,"Pekingese","Queens",11420,410,"168","QN55",28,5,10,2016-08-01,"08/07/2017","2016","05","2016","08","2017","08",691
"771",1566,"KC","M",2016-05-01,"Pekingese","Queens",11420,410,"102","QN55",28,5,10,2016-08-01,"08/22/2017","2016","05","2016","08","2017","08",692
"772",35129,"TED","M",2016-05-01,"Morkie","Brooklyn",11215,306,"137","BK37",39,7,20,2016-08-01,"08/12/2017","2016","05","2016","08","2017","08",693
"773",106372,"PEGGY","F",2016-05-01,"Labrador Retriever","Manhattan",10032,112,"245","MN36",7,13,31,2016-08-01,"08/01/2017","2016","05","2016","08","2017","08",694
"774",89104,"BILLY","M",2016-05-01,"Bulldog","Manhattan",10010,105,"58","MN13",3,12,28,2016-08-01,"08/02/2018","2016","05","2016","08","2018","08",695
"775",78880,"DEAN","M",2016-05-01,"Yorkshire Terrier","Manhattan",10011,104,"81","MN13",3,12,27,2016-08-01,"08/12/2017","2016","05","2016","08","2017","08",696
"776",54890,"RANGER","M",2016-05-01,"German Shepherd Crossbreed","Staten Island",10309,503,"20803","SI32",51,11,24,2016-08-01,"08/06/2017","2016","05","2016","08","2017","08",697
"777",67975,"UNKNOWN","F",2016-05-01,"French Bulldog","Brooklyn",11211,301,"519","BK73",33,12,26,2016-08-01,"08/12/2017","2016","05","2016","08","2017","08",698
"778",111934,"LUCKY","M",2016-06-01,"Maltese","Bronx",10460,203,"155","BX75",17,15,33,2016-08-01,"08/29/2017","2016","06","2016","08","2017","08",699
"779",15629,"FLEMING","F",2016-06-01,"Yorkshire Terrier","Queens",11413,413,"358","QN66",31,5,14,2016-08-01,"08/27/2017","2016","06","2016","08","2017","08",700
"780",25865,"BOSSY","M",2016-06-01,"Shih Tzu","Brooklyn",11230,314,"762","BK43",45,9,17,2016-08-01,"08/21/2017","2016","06","2016","08","2017","08",701
"781",1538,"LOVELY","F",2016-06-01,"Yorkshire Terrier","Queens",11691,414,"99802","QN15",31,5,10,2016-08-01,"08/14/2017","2016","06","2016","08","2017","08",702
"782",29587,"PENNY","F",2016-06-01,"Goldendoodle","Brooklyn",11211,301,"497","BK90",34,12,18,2016-08-01,"08/21/2017","2016","06","2016","08","2017","08",703
"783",13447,"NONE","F",2016-06-01,"Chihuahua","Queens",11372,403,"285","QN28",25,14,13,2016-08-01,"08/31/2017","2016","06","2016","08","2017","08",704
"784",47756,"ABBY","F",2016-06-01,"Shih Tzu","Staten Island",10305,501,"36","SI37",49,11,23,2016-08-01,"08/27/2017","2016","06","2016","08","2017","08",705
"785",43345,"HU","F",2016-06-01,"Yorkshire Terrier","Brooklyn",11209,310,"58","BK31",43,11,22,2016-08-01,"08/30/2017","2016","06","2016","08","2017","08",706
"786",5811,"COPPER","M",2014-01-01,"Greyhound","Queens",11366,408,"1333","QN41",24,6,11,2016-09-01,"09/18/2017","2014","01","2016","09","2017","09",707
"787",79398,"SHASTA","F",2014-02-01,"American Pit Bull Terrier/Pit Bull","Manhattan",10012,102,"65","MN23",1,10,27,2016-09-01,"07/18/2017","2014","02","2016","09","2017","07",708
"788",79597,"HONEY","F",2014-04-01,"Unknown","Manhattan",10036,104,"121","MN15",3,10,27,2016-09-01,"07/21/2017","2014","04","2016","09","2017","07",709
"789",25950,"KYA","F",2014-05-01,"Jack Russell Terrier","Brooklyn",11220,307,"96","BK34",38,7,17,2016-09-01,"09/18/2017","2014","05","2016","09","2017","09",710
"790",43531,"DALLAS","M",2014-05-01,"Labrador Retriever","Brooklyn",11214,313,"306","BK26",47,11,22,2016-09-01,"11/17/2017","2014","05","2016","09","2017","11",711
"791",100981,"BOBBY","M",2014-07-01,"Labrador Retriever","Manhattan",10025,107,"181","MN12",7,10,30,2016-09-01,"09/12/2017","2014","07","2016","09","2017","09",712
"792",95560,"FITZ","M",2014-07-01,"American Pit Bull Mix / Pit Bull Mix","Manhattan",10024,107,"169","MN12",6,10,29,2016-09-01,"09/17/2017","2014","07","2016","09","2017","09",713
"793",100938,"ROSIE","F",2014-08-01,"English Foxhound","Manhattan",10024,107,"173","MN12",6,10,30,2016-09-01,"11/07/2017","2014","08","2016","09","2017","11",714
"794",68482,"IVY","F",2014-10-01,"Poodle, Toy","Manhattan",10002,103,"3601","MN27",1,7,26,2016-09-01,"09/22/2017","2014","10","2016","09","2017","09",715
"795",116273,"SEBASTIAN","M",2015-01-01,"American Pit Bull Terrier/Pit Bull","Bronx",10461,210,"184","BX52",13,14,34,2016-09-01,"09/17/2017","2015","01","2016","09","2017","09",716
"796",10485,"CLEMENTINE","F",2015-01-01,"Terrier mix","Queens",11106,401,"47","QN70",26,12,12,2016-09-01,"11/11/2017","2015","01","2016","09","2017","11",717
"797",43418,"LUA","F",2015-01-01,"Labrador Retriever Crossbreed","Brooklyn",11234,318,"656","BK45",46,8,22,2016-09-01,"09/09/2017","2015","01","2016","09","2017","09",718
"798",79575,"AURA","F",2015-01-01,"Shiba Inu","Manhattan",10010,106,"64","MN21",2,12,27,2016-09-01,"09/15/2017","2015","01","2016","09","2017","09",719
"799",89804,"PIPPI","F",2015-02-01,"Bernese Mountain Dog","Manhattan",10028,108,"14401","MN32",5,12,28,2016-09-01,"10/05/2017","2015","02","2016","09","2017","10",720
"800",95464,"HERBERT","M",2015-02-01,"Poodle, Toy","Manhattan",10024,107,"167","MN12",6,10,29,2016-09-01,"07/28/2018","2015","02","2016","09","2018","07",721
"801",5744,"MAGGI","F",2015-02-01,"Whippet","Queens",11365,411,"140902","QN48",20,6,11,2016-09-01,"08/31/2017","2015","02","2016","09","2017","08",722
"802",68384,"PIP","F",2015-03-01,"Collie, Smooth Coat","Manhattan",10002,103,"2201","MN28",2,12,26,2016-09-01,"08/13/2017","2015","03","2016","09","2017","08",723
"803",101107,"OTIS","M",2015-04-01,"Schnauzer Crossbreed","Manhattan",10025,107,"179","MN12",6,10,30,2016-09-01,"08/17/2017","2015","04","2016","09","2017","08",724
"804",118350,"MAX","M",2015-04-01,"Jack Russell Terrier","Bronx",10467,212,"392","BX44",12,16,36,2016-09-01,"09/15/2021","2015","04","2016","09","2021","09",725
"805",13504,"MILA","F",2015-04-01,"Jack Russell Terrier","Queens",11372,403,"283","QN28",25,14,13,2016-09-01,"09/12/2017","2015","04","2016","09","2017","09",726
"806",79368,"VIDA","F",2015-04-01,"Terrier mix","Manhattan",10014,102,"79","MN23",3,10,27,2016-09-01,"11/01/2017","2015","04","2016","09","2017","11",727
"807",15754,"MAISY","F",2015-05-01,"Chihuahua","Queens",11413,413,"650","QN66",31,5,14,2016-09-01,"08/19/2017","2015","05","2016","09","2017","08",728
"808",106900,"JOJO","M",2015-06-01,"French Bulldog","Manhattan",10024,107,"175","MN12",6,10,31,2016-09-01,"10/12/2017","2015","06","2016","09","2017","10",729
"809",35229,"BINGHI","F",2015-07-01,"Pomeranian Crossbreed","Brooklyn",11238,308,"207","BK64",35,9,20,2016-09-01,"09/06/2017","2015","07","2016","09","2017","09",730
"810",5661,"LOKI","M",2015-08-01,"Collie Crossbreed","Queens",11427,411,"129102","QN42",23,6,11,2016-09-01,"09/01/2018","2015","08","2016","09","2018","09",731
"811",101152,"ROSE","F",2015-08-01,"Goldendoodle","Manhattan",10025,107,"181","MN12",6,10,30,2016-09-01,"09/22/2017","2015","08","2016","09","2017","09",732
"812",79714,"BLUE","M",2015-08-01,"French Bulldog","Manhattan",10018,104,"99","MN13",3,10,27,2016-09-01,"09/19/2021","2015","08","2016","09","2021","09",733
"813",13582,"ELVIS","M",2015-12-01,"Pomeranian","Queens",11368,403,"381","QN26",21,14,13,2016-09-01,"09/25/2017","2015","12","2016","09","2017","09",734
"814",20783,"CHARLOTTE","F",2015-12-01,"Portuguese Water Dog","Queens",11379,405,"663","QN21",30,6,15,2016-09-01,"09/25/2017","2015","12","2016","09","2017","09",735
"815",35292,"UNKNOWN","M",2016-01-01,"Pomeranian","Brooklyn",11238,308,"207","BK64",35,9,20,2016-09-01,"09/17/2017","2016","01","2016","09","2017","09",736
"816",79691,"KEN","M",2016-02-01,"Dachshund Crossbreed","Manhattan",10011,104,"87","MN13",3,12,27,2016-09-01,"09/16/2018","2016","02","2016","09","2018","09",737
"817",112006,"ENZO","M",2016-02-01,"Shih Tzu","Bronx",10468,207,"265","BX30",14,13,33,2016-09-01,"09/28/2017","2016","02","2016","09","2017","09",738
"818",121325,"YUKI","F",2016-02-01,"Shiba Inu","Manhattan",12533,NA,"NULL","NULL",NA,NA,NA,2016-09-01,"09/07/2017","2016","02","2016","09","2017","09",739
"819",29747,"UNKNOWN","M",2016-04-01,"Pekingese","Brooklyn",11206,303,"287","BK35",36,8,18,2016-09-01,"09/17/2017","2016","04","2016","09","2017","09",740
"820",32655,"CHLOE","F",2016-04-01,"Poodle, Standard","Brooklyn",11234,318,"682","BK58",46,8,19,2016-09-01,"09/10/2017","2016","04","2016","09","2017","09",741
"821",116161,"SNOW","M",2016-05-01,"Maltese","Bronx",10461,210,"96","BX59",18,14,34,2016-09-01,"09/06/2018","2016","05","2016","09","2018","09",742
"822",20532,"FRIEDA","F",2016-05-01,"Rottweiler","Queens",11379,405,"663","QN21",30,6,15,2016-09-01,"09/02/2017","2016","05","2016","09","2017","09",743
"823",89689,"MURPHY","F",2016-05-01,"Australian Shepherd","Manhattan",10028,108,"140","MN40",5,12,28,2016-09-01,"09/04/2018","2016","05","2016","09","2018","09",744
"824",89670,"CHARLES","M",2016-05-01,"Yorkshire Terrier","Manhattan",10010,105,"56","MN13",2,12,28,2016-09-01,"09/03/2017","2016","05","2016","09","2017","09",745
"825",20605,"DIAZ","M",2016-06-01,"Shih Tzu","Queens",11414,410,"884","QN57",32,8,15,2016-09-01,"09/10/2017","2016","06","2016","09","2017","09",746
"826",43354,"UNKNOWN","M",2016-06-01,"Terrier Crossbreed","Brooklyn",11223,311,"412","BK29",47,11,22,2016-09-01,"09/01/2017","2016","06","2016","09","2017","09",747
"827",23927,"ZOE","F",2016-06-01,"Yorkshire Terrier Crossbreed","Queens",11364,411,"1367","QN42",23,6,16,2016-09-01,"09/07/2017","2016","06","2016","09","2017","09",748
"828",43487,"GINGER","F",2016-06-01,"Yorkshire Terrier","Brooklyn",11223,311,"400","BK29",47,11,22,2016-09-01,"09/15/2017","2016","06","2016","09","2017","09",749
"829",79356,"OLIVER","M",2016-07-01,"Australian Shepherd","Manhattan",10016,106,"70","MN20",2,12,27,2016-09-01,"09/06/2017","2016","07","2016","09","2017","09",750
"830",68507,"YUZU","M",2016-07-01,"Poodle Crossbreed","Manhattan",10012,102,"47","MN24",3,10,26,2016-09-01,"09/25/2017","2016","07","2016","09","2017","09",751
"831",95465,"HENRY","M",2016-07-01,"Maltese","Manhattan",10128,108,"15601","MN32",5,12,29,2016-09-01,"09/08/2017","2016","07","2016","09","2017","09",752
"832",24088,"CHLOE","F",2014-02-01,"Welsh Corgi, Pembroke","Queens",11355,407,"79702","QN22",20,6,16,2016-10-01,"10/06/2017","2014","02","2016","10","2017","10",753
"833",80021,"CHISPITA","M",2014-02-01,"Maltese","Manhattan",10014,102,"73","MN23",3,10,27,2016-10-01,"08/13/2017","2014","02","2016","10","2017","08",754
"834",24119,"BEILE","M",2014-06-01,"Shiba Inu","Queens",11367,408,"809","QN37",24,6,16,2016-10-01,"11/28/2017","2014","06","2016","10","2017","11",755
"835",68613,"MILO","M",2014-07-01,"Doberman Pinscher","Brooklyn",11201,302,"1","BK09",33,7,26,2016-10-01,"11/17/2017","2014","07","2016","10","2017","11",756
"836",61394,"OTTIMO","M",2014-07-01,"Dachshund","Brooklyn",11201,302,"15","BK38",35,8,25,2016-10-01,"11/13/2017","2014","07","2016","10","2017","11",757
"837",110229,"MISS","F",2014-08-01,"Shih Tzu Crossbreed","Bronx",10456,204,"17701","BX14",16,15,32,2016-10-01,"10/29/2017","2014","08","2016","10","2017","10",758
"838",90694,"OATMEAL","M",2014-08-01,"Labradoodle","Manhattan",10028,108,"14402","MN32",5,12,28,2016-10-01,"12/12/2017","2014","08","2016","10","2017","12",759
"839",110216,"HERCULES","M",2014-09-01,"German Shepherd Dog","Bronx",10472,209,"78","BX59",18,15,32,2016-10-01,"09/29/2018","2014","09","2016","10","2018","09",760
"840",79997,"PETE","M",2014-10-01,"Bulldog","Manhattan",10009,106,"44","MN50",4,12,27,2016-10-01,"11/23/2017","2014","10","2016","10","2017","11",761
"841",80378,"CRUMPET","M",2014-10-01,"Cocker Spaniel Crossbreed","Manhattan",10014,102,"67","MN23",3,10,27,2016-10-01,"10/23/2017","2014","10","2016","10","2017","10",762
"842",32786,"DIAMOND","F",2014-10-01,"American Pit Bull Mix / Pit Bull Mix","Brooklyn",11236,318,"1034","BK50",46,8,19,2016-10-01,"10/12/2017","2014","10","2016","10","2017","10",763
"843",39195,"ABBY","F",2014-10-01,"Miniature Pinscher","Brooklyn",11234,318,"94401","BK58",46,8,21,2016-10-01,"10/23/2017","2014","10","2016","10","2017","10",764
"844",90254,"KAYO","M",2014-11-01,"Bichon Frise","Manhattan",10028,108,"136","MN32",5,12,28,2016-10-01,"10/02/2017","2014","11","2016","10","2017","10",765
"845",6053,"WALDORF","M",2014-11-01,"Chow Chow","Queens",11360,411,"1093","QN46",19,6,11,2016-10-01,"12/03/2017","2014","11","2016","10","2017","12",766
"846",80090,"BODIE","M",2015-01-01,"Poodle Crossbreed","Manhattan",10011,102,"71","MN23",3,10,27,2016-10-01,"10/07/2017","2015","01","2016","10","2017","10",767
"847",56261,"ZOEY","F",2015-01-01,"Border Collie","Staten Island",10312,503,"17007","SI48",51,11,24,2016-10-01,"11/27/2017","2015","01","2016","10","2017","11",768
"848",10688,"BUSTER","M",2015-01-01,"Unknown","Queens",11101,401,"55","QN68",26,12,12,2016-10-01,"11/10/2017","2015","01","2016","10","2017","11",769
"849",61549,"ROSIE","F",2015-01-01,"Australian Cattle Dog","Brooklyn",11216,308,"221","BK61",35,9,25,2016-10-01,"09/21/2017","2015","01","2016","10","2017","09",770
"850",39066,"LOLA","F",2015-01-01,"Lhasa Apso","Brooklyn",11210,317,"782","BK91",45,9,21,2016-10-01,"11/05/2017","2015","01","2016","10","2017","11",771
"851",112042,"RUDY","M",2015-02-01,"Labrador Retriever","Bronx",10457,205,"22901","BX41",15,15,33,2016-10-01,"05/08/2018","2015","02","2016","10","2018","05",772
"852",116507,"TJAY","M",2015-02-01,"Golden Retriever","Bronx",10461,210,"194","BX52",13,14,34,2016-10-01,"10/24/2017","2015","02","2016","10","2017","10",773
"853",107031,"DRUSILLA","F",2015-03-01,"Chihuahua Crossbreed","Manhattan",10034,112,"295","MN01",10,13,31,2016-10-01,"10/04/2017","2015","03","2016","10","2017","10",774
